time,token,status,reason,volume_usdc,small_test_usdc,usdc_back,backup_usdc_back,profit_usd,profit_percent,backup_profit_percent,buy_place,sell_place,backup_place,token_amount,buy_slippage,sell_slippage,spread_percent,route_pair,is_near_profit,buy_dexes_checked,sell_dexes_checked
2026-04-29 13:04:33,stMATIC,ok,,200,60.0,199.0339,198.8113,-0.9991,-0.4995,-0.6038,Odos,KyberSwap,0x/Matcha,1876.2086339050245,0.1266,0.042,-0.4831,Odos -> KyberSwap,False,6,5
2026-04-29 13:04:40,FRAX,ok,,50,20,49.9352,49.9352,-0.0679,-0.1358,-0.1358,KyberSwap,Sushi,UniswapV3,50.5431262656021,0.0095,0.008,-0.1296,KyberSwap -> Sushi,False,6,5
2026-04-29 13:04:46,LDO,ok,,100,30.0,99.7628,99.5904,-0.2638,-0.2638,-0.416,KyberSwap,Odos,0x/Matcha,258.1656329005363,0.0132,0.089,-0.2372,KyberSwap -> Odos,False,6,5
2026-04-29 13:04:51,stMATIC,ok,,500,150.0,496.3637,495.6254,-3.6857,-0.7371,-0.8818,Odos,KyberSwap,0x/Matcha,4686.678724859492,0.1067,0.1489,-0.7273,Odos -> KyberSwap,False,6,5
2026-04-29 13:04:52,FRAX,ok,,100,30.0,99.8388,99.8388,-0.1644,-0.1644,-0.1644,KyberSwap,Sushi,UniswapV3,101.0708279569668,0.0214,0.0164,-0.1612,KyberSwap -> Sushi,False,6,5
2026-04-29 13:04:58,LDO,ok,,200,60.0,199.2429,198.8912,-0.7997,-0.3999,-0.5566,KyberSwap,Odos,0x/Matcha,516.1491618232116,0.0399,0.1254,-0.3786,KyberSwap -> Odos,False,6,5
2026-04-29 13:05:04,FRAX,ok,,200,60.0,199.5511,199.5511,-0.452,-0.226,-0.226,KyberSwap,Sushi,UniswapV3,202.08062422157283,0.0425,0.0331,-0.2244,KyberSwap -> Sushi,False,6,5
2026-04-29 13:05:08,QUICK,ok,,50,20,49.8897,49.7414,-0.1326,-0.2652,-0.5439,Odos,KyberSwap,Sushi,4.282721403857675,0.0751,0.0568,-0.2205,Odos -> KyberSwap,False,6,4
2026-04-29 13:05:10,LDO,ok,,500,150.0,496.6826,495.87,-3.453,-0.6906,-0.8279,KyberSwap,Odos,Sushi,1289.5625961344035,0.0767,0.1606,-0.6635,KyberSwap -> Odos,False,6,5
2026-04-29 13:05:16,FRAX,ok,,500,150.0,497.9992,497.9936,-2.0301,-0.406,-0.4063,Odos,KyberSwap,Sushi,504.8080920836057,0.0918,0.0828,-0.4002,Odos -> KyberSwap,False,6,5
