time,token,status,reason,volume_usdc,small_test_usdc,buy_place,sell_place,backup_place,token_amount,usdc_back,backup_usdc_back,buy_slippage,sell_slippage,profit_usd,profit_percent,backup_profit_percent,spread_percent,route_pair,is_near_profit,buy_dexes_checked,sell_dexes_checked
2026-04-29 12:39:00,LDO,ok,,50,20,Odos,Sushi,KyberSwap,126.72352373633169,49.6794,49.6698,0.0136,0.041,-0.3321,-0.6642,-0.6925,-0.6412,Odos -> Sushi,False,6,5
2026-04-29 12:39:03,stMATIC,ok,,50,20,Odos,KyberSwap,0x/Matcha,468.6924192061558,49.896,49.8202,0.0245,0.0443,-0.124,-0.248,-0.388,-0.2079,Odos -> KyberSwap,False,6,5
2026-04-29 12:39:04,SNX,ok,,500,150.0,0x/Matcha,Odos,KyberSwap,1520.582753453368,472.1213,470.8229,1.7732,1.2776,-27.8952,-5.579,-5.8376,-5.5757,0x/Matcha -> Odos,False,5,4
2026-04-29 12:39:14,LDO,ok,,100,30.0,Odos,Sushi,KyberSwap,253.407325038729,99.3167,99.2992,0.0062,0.0485,-0.694,-0.694,-0.7168,-0.6833,Odos -> Sushi,False,6,5
2026-04-29 12:39:15,FRAX,ok,,50,20,KyberSwap,Sushi,UniswapV3,50.54321877824831,49.9353,49.9353,0.0092,0.008,-0.0678,-0.1356,-0.1356,-0.1294,KyberSwap -> Sushi,False,6,5
2026-04-29 12:39:18,stMATIC,ok,,100,30.0,KyberSwap,Odos,0x/Matcha,936.8811702172193,99.7238,99.5604,0.0546,0.0542,-0.3246,-0.3246,-0.4558,-0.2762,KyberSwap -> Odos,False,6,5
2026-04-29 12:39:24,FRAX,ok,,100,30.0,KyberSwap,Sushi,UniswapV3,101.07109926756732,99.8391,99.8391,0.0215,0.0164,-0.1641,-0.1641,-0.1641,-0.1609,KyberSwap -> Sushi,False,6,5
2026-04-29 12:39:28,LDO,ok,,200,60.0,KyberSwap,Odos,Sushi,506.6813232623704,198.5869,198.5012,0.0271,0.0401,-1.4564,-0.7282,-0.7534,-0.7065,KyberSwap -> Odos,False,6,5
2026-04-29 12:39:34,stMATIC,ok,,200,60.0,Odos,KyberSwap,0x/Matcha,1872.616379558367,199.0967,198.7714,0.0902,0.0485,-0.9432,-0.4716,-0.6279,-0.4517,Odos -> KyberSwap,False,6,5
2026-04-29 12:39:38,FRAX,ok,,200,60.0,KyberSwap,Odos,Sushi,202.08111274844603,199.5628,199.5516,0.0425,0.0275,-0.4499,-0.2249,-0.2258,-0.2186,KyberSwap -> Odos,False,6,5
2026-04-29 12:39:40,LDO,ok,,500,150.0,KyberSwap,Odos,Sushi,1266.684067981166,495.9911,495.8139,0.0802,0.0558,-4.0659,-0.8132,-0.8408,-0.8018,KyberSwap -> Odos,False,6,5
2026-04-29 12:39:46,stMATIC,ok,,500,150.0,Odos,KyberSwap,0x/Matcha,4679.300066508948,496.4171,495.5855,0.111,0.1649,-3.6352,-0.727,-0.8898,-0.7166,Odos -> KyberSwap,False,6,5
2026-04-29 12:39:51,FRAX,ok,,500,150.0,Odos,KyberSwap,Sushi,504.8080920835527,498.0005,497.9936,0.0918,0.0828,-2.0124,-0.4025,-0.4031,-0.3999,Odos -> KyberSwap,False,6,5
2026-04-29 12:39:54,GHST,skipped,no_buy_quotes,50,20,,,,,,,,,,,,,,,0,
2026-04-29 12:39:56,QUICK,ok,,50,20,Odos,KyberSwap,Sushi,4.276139507047975,49.8282,49.7603,0.0306,0.0522,-0.1917,-0.3834,-0.4986,-0.3437,Odos -> KyberSwap,False,6,4
2026-04-29 12:40:02,GHST,skipped,no_buy_quotes,100,30.0,,,,,,,,,,,,,,,0,
2026-04-29 12:40:04,DPI,ok,,50,20,Sushi,Odos,KyberSwap,1.0202826828500096,46.2416,46.2296,1.9219,2.0566,-3.7746,-7.5492,-7.5546,-7.5168,Sushi -> Odos,False,5,4
2026-04-29 12:40:09,DPI,skipped,high_buy_slippage,100,30.0,Sushi,,,1.977973128754127,,,4.302,,,,,,,,5,
2026-04-29 12:40:09,QUICK,ok,,100,30.0,Odos,KyberSwap,Sushi,8.546726775227587,99.4835,99.3641,0.0949,0.1083,-0.5425,-0.5425,-0.6511,-0.5165,Odos -> KyberSwap,False,6,4
2026-04-29 12:40:10,GHST,skipped,no_buy_quotes,200,60.0,,,,,,,,,,,,,,,0,
2026-04-29 12:40:12,DPI,skipped,high_buy_slippage,200,60.0,Sushi,,,3.7277350168071033,,,8.08,,,,,,,,5,
2026-04-29 12:40:15,DPI,skipped,high_buy_slippage,500,150.0,KyberSwap,,,8.140527070981557,,,13.8749,,,,,,,,5,
2026-04-29 12:40:19,GHST,skipped,no_buy_quotes,500,150.0,,,,,,,,,,,,,,,0,
2026-04-29 12:40:21,STG,skipped,high_buy_slippage,50,20,Sushi,,,214.43417823024888,,,3.7052,,,,,,,,6,
2026-04-29 12:40:24,QUICK,ok,,200,60.0,Odos,KyberSwap,Sushi,17.072870048688795,198.5796,198.2256,0.1703,0.0744,-1.4671,-0.7335,-0.9017,-0.7102,Odos -> KyberSwap,False,6,4
2026-04-29 12:40:25,STG,skipped,high_buy_slippage,100,30.0,Sushi,,,404.0267796514492,,,8.1174,,,,,,,,6,
2026-04-29 12:40:30,STG,skipped,high_buy_slippage,200,60.0,Sushi,,,723.5168174747033,,,14.6168,,,,,,,,6,
2026-04-29 12:40:33,MKR,ok,,50,20,KyberSwap,Sushi,Odos,0.02423176440156716,49.4514,49.4516,0.1762,0.1133,-0.5555,-1.1111,-1.1384,-1.0972,KyberSwap -> Sushi,False,5,5
2026-04-29 12:40:36,STG,skipped,high_buy_slippage,500,150.0,Sushi,,,1376.697228181926,,,27.899,,,,,,,,6,
2026-04-29 12:40:37,COMP,skipped,no_buy_quotes,50,20,,,,,,,,,,,,,,,0,
2026-04-29 12:40:38,QUICK,ok,,500,150.0,Odos,KyberSwap,Sushi,42.6036235732532,494.4507,493.2947,0.2506,0.1526,-5.638,-1.1276,-1.3546,-1.1099,Odos -> KyberSwap,False,6,4
2026-04-29 12:40:40,COMP,skipped,no_buy_quotes,100,30.0,,,,,,,,,,,,,,,0,
2026-04-29 12:40:42,COMP,skipped,no_buy_quotes,200,60.0,,,,,,,,,,,,,,,0,
2026-04-29 12:40:44,COMP,skipped,no_buy_quotes,500,150.0,,,,,,,,,,,,,,,0,
2026-04-29 12:40:46,MKR,ok,,100,30.0,KyberSwap,Sushi,Odos,0.04837054835764416,98.4807,98.4965,0.3185,0.2141,-1.5276,-1.5276,-1.5458,-1.5193,KyberSwap -> Sushi,False,5,5
2026-04-29 12:40:52,SUSHI.e,ok,,50,20,Odos,Sushi,0x/Matcha,230.71034722547063,49.1729,49.1012,0.3347,0.3279,-0.8637,-1.7274,-1.8708,-1.6542,Odos -> Sushi,False,6,5
2026-04-29 12:40:57,WOO,ok,,50,20,Odos,Sushi,KyberSwap,2542.014210119001,49.4979,49.5001,0.1138,0.1007,-0.5097,-1.0193,-1.0263,-1.0042,Odos -> Sushi,False,6,5
2026-04-29 12:40:58,MKR,ok,,200,60.0,Odos,Sushi,KyberSwap,0.0963465828837876,195.4262,195.3113,0.5874,0.3727,-4.6003,-2.3001,-2.3636,-2.2869,Odos -> Sushi,False,5,5
2026-04-29 12:41:05,SUSHI.e,ok,,100,30.0,Odos,Sushi,0x/Matcha,459.36412684403683,97.3537,97.2037,0.6729,0.5632,-2.6762,-2.6762,-2.8262,-2.6463,Odos -> Sushi,False,6,5
2026-04-29 12:41:09,WOO,ok,,100,30.0,KyberSwap,Odos,Sushi,5074.765158030361,98.6421,98.6257,0.2575,0.1916,-1.38,-1.38,-1.382,-1.3579,KyberSwap -> Odos,False,6,5
2026-04-29 12:41:12,MKR,ok,,500,150.0,KyberSwap,Odos,Sushi,0.23826813925211487,478.4075,478.2782,1.2583,0.8702,-21.6455,-4.3291,-4.3466,-4.3185,KyberSwap -> Odos,False,5,5
2026-04-29 12:41:17,SUSHI.e,ok,,200,60.0,Odos,Sushi,0x/Matcha,913.1502544084992,191.5046,191.1129,1.0168,1.0229,-8.5584,-4.2792,-4.475,-4.2477,Odos -> Sushi,False,6,5
2026-04-29 12:41:24,WOO,ok,,200,60.0,KyberSwap,Odos,Sushi,10117.101708432481,195.802,195.7763,0.5292,0.3812,-4.2198,-2.1099,-2.1157,-2.099,KyberSwap -> Odos,False,6,5
2026-04-29 12:41:29,SUSHI.e,ok,,500,150.0,Odos,Sushi,0x/Matcha,2242.003102604061,456.7645,455.4458,2.1075,2.3641,-43.3084,-8.6617,-8.9254,-8.6471,Odos -> Sushi,False,6,5
2026-04-29 12:41:39,WOO,ok,,500,150.0,KyberSwap,Odos,Sushi,25009.917362966567,478.6454,478.5877,1.307,0.9028,-21.3926,-4.2785,-4.284,-4.2709,KyberSwap -> Odos,False,6,5
2026-04-29 12:42:01,WBTC,ok,,50,20,Odos,Sushi,KyberSwap,0.0006458,49.9991,49.9998,0.0,0.016,-0.0076,-0.0151,-0.0258,-0.0018,Odos -> Sushi,True,6,5
2026-04-29 12:42:06,AAVE,ok,,50,20,Odos,Sushi,KyberSwap,0.5099274214098262,49.8952,49.8965,0.024,0.0017,-0.1151,-0.2302,-0.2369,-0.2096,Odos -> Sushi,False,6,5
2026-04-29 12:42:06,WETH,ok,,50,20,KyberSwap,Sushi,Odos,0.02141594187396545,50.0009,50.0115,-0.0002,0.0013,-0.0046,-0.0091,-0.0326,0.0018,KyberSwap -> Sushi,True,6,5
2026-04-29 12:42:11,WBTC,ok,,100,30.0,KyberSwap,Odos,Sushi,0.00129154,99.9876,99.9727,0.0046,-0.0218,-0.0287,-0.0287,-0.0327,-0.0124,KyberSwap -> Odos,True,6,5
2026-04-29 12:42:18,WETH,ok,,100,30.0,KyberSwap,Odos,Sushi,0.04283342496542989,99.9857,99.9514,0.0001,0.0284,-0.0402,-0.0402,-0.0553,-0.0143,KyberSwap -> Odos,True,6,5
2026-04-29 12:42:18,AAVE,ok,,100,30.0,Odos,Sushi,KyberSwap,1.0197348350897815,99.7753,99.778,0.0202,0.0034,-0.2395,-0.2395,-0.2414,-0.2247,Odos -> Sushi,False,6,5
2026-04-29 12:42:24,WBTC,ok,,200,60.0,Odos,Sushi,KyberSwap,0.00258429,200.0076,200.0107,0.0043,0.0022,-0.0052,-0.0026,-0.0026,0.0038,Odos -> Sushi,True,6,5
2026-04-29 12:42:29,WETH,ok,,200,60.0,KyberSwap,Sushi,Odos,0.08571489047311215,200.0084,199.9924,-0.0019,-0.0274,0.0017,0.0008,-0.0197,0.0042,KyberSwap -> Sushi,True,6,5
2026-04-29 12:42:30,AAVE,ok,,200,60.0,Odos,KyberSwap,Sushi,2.0404152061729133,199.6342,199.6293,0.0203,-0.0117,-0.3893,-0.1947,-0.1948,-0.1829,Odos -> KyberSwap,False,6,5
2026-04-29 12:42:38,WBTC,ok,,500,150.0,Odos,KyberSwap,Sushi,0.00645999,499.8399,499.786,-0.0035,0.0028,-0.1835,-0.0367,-0.0441,-0.032,Odos -> KyberSwap,True,6,5
2026-04-29 12:42:45,AAVE,ok,,500,150.0,Odos,KyberSwap,Sushi,5.101416133036793,498.9127,498.8971,0.0269,-0.0034,-1.1178,-0.2236,-0.2243,-0.2175,Odos -> KyberSwap,False,6,5
2026-04-29 12:42:46,WETH,ok,,500,150.0,KyberSwap,Sushi,Odos,0.21435675157080644,499.9695,499.9729,-0.0011,-0.0435,-0.0373,-0.0075,-0.025,-0.0061,KyberSwap -> Sushi,True,6,5
2026-04-29 12:42:49,UNI,ok,,50,20,Odos,Sushi,KyberSwap,15.124286269585332,49.8423,49.8327,-0.0062,0.0485,-0.1933,-0.3866,-0.4177,-0.3154,Odos -> Sushi,False,6,5
2026-04-29 12:42:59,LINK,ok,,50,20,KyberSwap,Odos,Sushi,5.33638072924705,49.989,49.923,0.0052,0.0543,-0.0484,-0.0968,-0.1704,-0.022,KyberSwap -> Odos,False,6,5
2026-04-29 12:42:59,UNI,ok,,100,30.0,Odos,Sushi,KyberSwap,30.22692639981381,99.5815,99.5642,0.1119,0.0319,-0.4558,-0.4558,-0.4836,-0.4185,Odos -> Sushi,False,6,5
2026-04-29 12:43:04,CRV,ok,,50,20,Odos,KyberSwap,0x/Matcha,214.22484775857976,49.8834,49.8052,0.0246,0.0766,-0.1628,-0.3256,-0.467,-0.2331,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:10,LINK,ok,,100,30.0,Odos,KyberSwap,Sushi,10.6753361711066,99.8824,99.8678,-0.002,0.0451,-0.1383,-0.1383,-0.1458,-0.1176,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:13,UNI,ok,,200,60.0,Odos,Sushi,KyberSwap,60.42759318799593,199.0076,198.9593,0.1144,0.0347,-1.0276,-0.5138,-0.5439,-0.4962,Odos -> Sushi,False,6,5
2026-04-29 12:43:20,CRV,ok,,100,30.0,Odos,KyberSwap,0x/Matcha,427.95753550061755,99.4956,99.3807,0.1386,0.1574,-0.5592,-0.5592,-0.6663,-0.5044,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:22,LINK,ok,,200,60.0,Odos,KyberSwap,Sushi,21.34310004181281,199.7717,199.6592,0.006,-0.0339,-0.2493,-0.1246,-0.1768,-0.1141,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:27,UNI,ok,,500,150.0,Odos,Sushi,KyberSwap,150.8628063270465,496.4558,496.2521,0.1374,0.0629,-3.5962,-0.7192,-0.7626,-0.7088,Odos -> Sushi,False,6,5
2026-04-29 12:43:33,CRV,ok,,200,60.0,Odos,KyberSwap,0x/Matcha,854.687334892557,198.3546,198.1523,0.1907,0.1674,-1.7125,-0.8563,-0.9507,-0.8227,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:34,LINK,ok,,500,150.0,Odos,KyberSwap,Sushi,53.35129112095134,499.3559,499.0288,0.0152,0.0366,-0.6719,-0.1344,-0.1981,-0.1288,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:40,SUSHI,ok,,50,20,Odos,Sushi,0x/Matcha,231.10193142143157,49.1593,49.0962,0.299,0.3109,-0.8697,-1.7393,-1.8655,-1.6813,Odos -> Sushi,False,6,5
2026-04-29 12:43:47,WMATIC,ok,,50,20,Sushi,Odos,KyberSwap,537.9777161299396,49.9785,49.9554,-0.0123,0.0185,-0.0402,-0.0804,-0.1,-0.043,Sushi -> Odos,False,6,5
2026-04-29 12:43:48,CRV,ok,,500,150.0,Odos,KyberSwap,0x/Matcha,2130.5773570214433,492.8434,492.2705,0.3253,0.2639,-7.2169,-1.4434,-1.5549,-1.4313,Odos -> KyberSwap,False,6,5
2026-04-29 12:43:57,SUSHI,ok,,100,30.0,Odos,Sushi,0x/Matcha,460.0761884978697,97.3192,97.2137,0.6415,0.5617,-2.7146,-2.7146,-2.8201,-2.6808,Odos -> Sushi,False,6,5
2026-04-29 12:44:00,WMATIC,ok,,100,30.0,KyberSwap,Odos,Sushi,1075.900908105979,99.9283,99.8988,0.001,0.024,-0.0989,-0.0989,-0.1052,-0.0717,KyberSwap -> Odos,False,6,5
2026-04-29 12:44:00,DAI,ok,,50,20,KyberSwap,Sushi,Odos,49.998600013617384,49.9949,49.9987,-0.0048,0.0001,-0.0098,-0.0196,-0.0203,-0.0102,KyberSwap -> Sushi,True,6,5
2026-04-29 12:44:09,SUSHI,ok,,200,60.0,Odos,Sushi,0x/Matcha,913.988471443781,191.3719,191.1329,1.0075,1.0121,-8.6631,-4.3315,-4.4511,-4.314,Odos -> Sushi,False,6,5
2026-04-29 12:44:11,WMATIC,ok,,200,60.0,KyberSwap,Odos,Sushi,2151.775721627246,199.83,199.7913,0.0016,0.0121,-0.2087,-0.1044,-0.1067,-0.085,KyberSwap -> Odos,False,6,5
2026-04-29 12:44:13,DAI,ok,,100,30.0,KyberSwap,Odos,Sushi,100.00038670293984,100.0,99.9929,-0.008,0.0005,-0.0109,-0.0109,-0.0138,-0.0,KyberSwap -> Odos,True,6,5
2026-04-29 12:44:21,SUSHI,ok,,500,150.0,Odos,Sushi,0x/Matcha,2243.9458575386966,456.5702,455.4258,2.1069,2.3714,-43.4757,-8.6951,-8.924,-8.686,Odos -> Sushi,False,6,5
2026-04-29 12:44:22,WMATIC,ok,,500,150.0,KyberSwap,Odos,Sushi,5379.201726566568,499.4931,499.4426,0.0121,0.0066,-0.5426,-0.1085,-0.113,-0.1014,KyberSwap -> Odos,False,6,5
2026-04-29 12:44:26,DAI,ok,,200,60.0,Odos,KyberSwap,Sushi,199.99731770425097,200.0076,199.9792,-0.0019,0.0009,-0.0064,-0.0032,-0.0135,0.0038,Odos -> KyberSwap,True,6,5
2026-04-29 12:44:31,BAL,ok,,50,20,Odos,KyberSwap,0x/Matcha,313.1101788048554,49.6905,49.6404,0.0656,0.0858,-0.3427,-0.6855,-0.78,-0.619,Odos -> KyberSwap,False,5,4
